Song,Date,Number of Plays
Hayley,2005-12-12,182
Rubie,1975-04-22,348
Cherrita,1903-07-04,890
Concettina,1974-04-15,326
Gaylene,1953-09-29,140
Fidelia,1951-02-27,262
Leeanne,1951-11-05,556
Tilly,1980-04-23,680
Lenna,1943-07-03,588
Orelia,1961-04-10,919
Philis,2019-03-19,329
Tressa,1919-02-15,660
Teddie,2006-05-20,577
Lulita,1993-10-14,951
Albertina,1979-04-02,419
Alex,1919-12-20,961
Gabriellia,1940-03-29,124
Codie,1972-12-28,650
Ronna,2015-05-23,785
Jere,2002-09-08,490
Gwenneth,1906-03-12,756
Ilse,2005-11-26,837
Desirae,1910-01-18,207
Gilligan,1945-03-06,532
Fred,1919-10-20,72
Gilda,1926-08-25,806
Ann-Marie,1993-05-23,56
Hayley,2019-10-16,428
Louella,1994-03-11,977
Laurene,1970-04-27,26
Amelia,2007-02-27,274
Giustina,1917-10-29,634
Dulcinea,1995-07-11,829
Briney,1984-07-25,111
Gwenneth,2019-01-25,230
Valeda,2015-10-13,787
Priscilla,1916-01-23,557
Cathie,1960-10-11,301
Daphne,1994-07-08,615
Paola,1977-06-15,862
Charissa,2019-09-10,167
Karly,1904-05-26,160
Phylis,1990-10-03,767
Gilligan,2006-02-26,486
Stacey,1923-07-30,374
Nerta,1941-05-23,776
Emma,1938-01-30,640
Dorthy,1959-08-18,53
Starla,1951-01-24,549
Courtnay,1956-06-07,252
Cherilyn,1911-02-16,48
Hayley,1992-04-17,685
Harrietta,1915-11-07,533
Mary,1955-12-12,682
Carol-Jean,1932-01-03,169
Susan,1962-01-21,551
Hettie,2000-09-29,767
Mariann,2006-02-10,951
Sonni,1973-12-02,731
Joy,2007-06-23,146
Coral,1914-10-19,995
Anthia,1923-01-07,264
Farrah,1974-12-05,392
Addia,1977-07-21,700
Aurelie,1941-04-27,794
Amelia,1985-03-19,45
Codie,1947-01-24,680
Ekaterina,1948-08-04,531
Vita,1942-12-22,11
Dorthy,1966-04-14,192
Linet,2007-10-22,470
Jessy,1954-06-01,606
Margette,1930-05-11,932
Peri,1945-11-10,52
Katleen,1920-08-06,16
Brandise,1992-06-01,668
Dorothy,1940-06-10,530
Bee,1965-07-09,764
Oona,1983-11-22,197
Jenilee,2019-02-22,679
Jan,1965-07-11,122
Stephanie,1965-10-03,466
Juliane,1963-04-22,258
Amalie,1936-09-24,385
Kore,1926-04-04,73
Bertine,1977-09-13,454
Dyann,1955-03-08,830
Maridel,1984-10-14,45
Glynnis,1911-05-04,104
Jacquetta,1921-11-13,785
Carmencita,1961-04-13,904
Sue,1931-01-02,422
Doralynne,2001-09-01,161
Roxane,1923-03-08,935
Brietta,1948-10-08,865
Tori,1968-03-24,447
Sonni,1977-10-06,755
Christal,1913-06-26,516
Yetty,1954-11-17,780
Tiffie,1910-10-14,37
Shauna,1975-07-17,830
Florencia,1916-09-27,907
Louella,1997-08-24,398
Odessa,1916-02-20,534
Joy,1922-01-24,512
Mireielle,1906-07-11,738
Minne,1950-03-15,373
Elsie,1901-01-18,405
Leanna,1918-05-22,70
Alameda,1921-10-07,523
Carol-Jean,1976-03-14,251
Tiffie,1904-07-17,930
Margette,1979-08-12,187
Neila,1909-12-29,2
Britte,1918-04-29,931
Suzette,1940-06-02,292
Ulrike,1921-09-25,608
Lucille,1970-09-03,694
Fina,1948-10-09,315
Kassey,1931-12-21,431
Alleen,1955-11-29,725
Jessamyn,2018-10-22,179
Dotty,2008-06-11,943
Meriel,2007-02-05,745
Zaria,1954-11-11,6
Evita,2009-04-28,888
Sandie,1959-06-30,9
Mariele,1941-08-08,76
Linzy,1912-03-07,535
Gui,2000-03-03,329
Elmira,1954-03-04,151
Raf,1963-03-17,757
Heddie,1963-12-27,149
Sashenka,1957-04-13,660
Suzette,1974-03-22,40
Binny,1989-06-18,45
Kelly,1982-10-07,635
Nerta,2015-01-07,403
Sibella,1974-08-06,929
Caryl,1977-10-27,616
Coral,2005-01-20,954
Adele,1909-07-03,746
Bee,1954-05-25,954
Basia,1919-01-08,64
Josephine,1982-02-19,611
Tonia,1900-09-10,717
Arabel,1915-03-10,419
Myrtice,1906-08-21,776
Thalia,1942-06-30,63
Leona,1917-09-13,749
Maridel,1984-05-05,948
Charissa,1911-07-23,278
Libbie,1972-06-23,313
Olwen,2001-02-03,627
Nickie,1919-12-13,99
Korrie,1946-03-04,134
Maurene,2012-09-21,868
Berta,1950-09-02,700
Karlee,1943-05-20,17
Chickie,1917-01-19,986
Margarette,1989-01-28,38
Selia,1968-06-27,946
Rivalee,2007-05-10,33
Tierney,1981-07-10,204
Mariele,1990-10-11,985
Rhoda,1972-09-22,270
Lelah,1906-02-25,733
Olwen,1922-08-24,663
Dagmar,1925-10-29,280
Vinita,1981-08-13,847
Felice,1925-04-07,522
Danika,1910-06-18,278
Marylou,2017-08-12,703
Edith,1936-04-07,61
Elmira,2014-10-23,299
Elfreda,1934-02-19,503
Cissiee,1936-02-11,790
Cecile,1925-08-24,684
Iseabal,1976-11-12,122
Angela,1949-04-11,291
Fayre,1926-12-13,502
Atlanta,2016-07-12,307
Gusella,1986-11-10,496
Esmeralda,1962-07-17,211
Allyce,2007-02-17,388
Nessie,1919-11-16,74
Cordi,2017-04-22,338
Christian,2012-05-11,985
Jenilee,1997-07-26,358
Kathi,1902-04-09,863
Tybie,2010-07-31,850
Sidoney,1909-02-12,122
Nollie,1932-11-01,126
Miquela,1953-04-07,673
Modestia,1994-03-21,929
Gusella,2002-06-26,204
Mathilda,1925-07-24,299
Camile,2003-07-20,598
Katleen,1999-02-18,181
Florencia,1959-10-11,507
Giustina,1952-11-23,20
Catrina,1945-04-05,905
Elyssa,1940-01-20,780
Mady,1963-11-21,585
Ginnie,1947-04-27,659
Damaris,2007-09-28,361
Jean,1927-06-26,922
Gilligan,2011-11-02,199
Farrah,1932-01-18,473
Carlie,1922-11-12,182
Charissa,1972-12-12,943
Ida,1964-03-15,122
Collen,1985-02-22,156
Perry,1913-10-21,18
Alexine,1960-09-29,839
Elfreda,2007-09-01,299
Dacia,1994-01-30,214
Mallory,1990-04-27,18
Kerrin,1931-07-03,278
Ardeen,1920-10-07,116
Bertine,1908-10-20,412
Corry,1911-11-10,524
Silvana,1969-02-20,663
Madalyn,1961-08-11,501
Jan,1947-12-08,952
Arlina,1970-07-27,944
Fanchon,1921-02-25,474
Joelly,1966-08-11,295
Sheelagh,1950-09-26,956
Carilyn,1996-10-21,289
Lyssa,1966-11-23,338
Gavrielle,1904-03-26,686
Aurore,1983-11-28,76
Kenna,1914-04-15,281
Beatriz,1907-04-02,265
Robbi,1928-08-21,993
Sibella,1938-12-18,688
Carol-Jean,1976-04-19,27
Gusella,1945-06-24,495
Genovera,1903-05-31,711
Theodora,1991-06-12,179
Shauna,1978-10-24,938
Drucie,1973-07-15,398
Joceline,1937-05-25,612
Micheline,1920-08-28,371
Dari,1949-10-28,532
Madalyn,2003-01-19,369
Cyndie,1922-09-03,472
Claudina,1960-02-22,777
Melodie,1987-08-12,824
Concettina,1998-11-22,425
Leia,1936-02-21,429
Lita,1906-05-30,404
Emelina,1901-02-19,640
Ardenia,1969-05-05,106
Clo,1979-06-08,759
Emilia,1924-02-21,51
Brynna,2000-09-11,378
Eolanda,1993-09-22,684
Jacquetta,1907-08-23,132
Sabina,1921-04-18,620
Chickie,1987-11-15,686
Jinny,1908-12-05,555
Adriana,1932-05-18,601
Susan,1917-04-20,386
Marita,1992-05-30,12
Olwen,1970-10-18,585
Sheelagh,1923-11-24,168
Sandie,1978-05-13,153
Nanete,1979-05-06,141
Lorne,2008-11-12,568
Celene,1953-06-21,494
Nataline,1971-04-25,587
Robbi,1934-02-12,297
Sheree,1974-03-14,472
Phylis,1963-01-13,137
Sidoney,1952-11-08,92
Christal,2001-06-23,806
Bill,1939-03-14,905
Paulita,1990-04-08,327
Dyann,1991-03-29,965
Basia,1932-05-24,976
Maye,1967-07-02,429
Raquela,1902-10-03,440
Hannis,1908-07-26,41
Gianina,1918-02-18,398
Nariko,1957-11-24,473
Lacie,1976-04-10,594
Gisela,1909-09-29,162
Kerrin,1950-05-25,879
Kathi,2004-02-24,899
Meghann,1957-06-04,542
Eolanda,2004-04-16,846
Iseabal,1941-03-14,620
Lucille,2005-07-26,70
Lita,1934-01-03,487
Mamie,1938-08-09,407
Demetris,1913-08-01,479
Emylee,1951-08-12,343
Katuscha,1939-07-25,9
Jany,1999-11-21,174
Livvyy,2014-02-16,470
Viki,1978-05-11,830
Althea,1969-04-16,471
Cecile,1981-01-10,248
Nikki,1936-12-27,517
Phedra,1928-09-20,24
Aubrie,1971-02-27,444
Claresta,1966-04-12,326
Kate,1923-01-09,546
Catharine,1931-05-22,168
Lauryn,2012-04-23,584
Adore,2010-02-22,822
Evita,1946-01-26,987
Jean,1909-09-08,369
Heddie,1968-07-05,60
Lorie,1903-08-23,203
Rani,1977-02-06,942
Rayna,1945-02-08,1
Orsola,1909-03-18,575
Lonnie,1988-12-01,830
Kaia,1982-11-11,921
Katleen,1911-01-10,175
Clo,1956-06-04,986
Fidelia,1972-01-12,142
Collen,2002-10-08,83
Carmencita,1943-01-01,152
Ermengarde,1961-09-21,791
Daphne,1923-12-16,478
Jenilee,1977-04-05,93
Xylina,1933-10-09,834
Lucy,1978-05-13,528
Bernardine,1932-12-11,254
Belva,1990-01-15,150
Janey,2000-01-16,517
Norine,1921-07-06,884
Constance,1934-03-01,915
Tonia,2001-05-08,550
Amii,2014-08-22,297
Sophia,1953-10-08,525
Pollyanna,1912-03-15,235
Genovera,1935-05-21,454
Brooks,1942-06-14,574
Ivett,1962-07-21,654
Molli,1989-10-28,949
Diena,1976-07-24,975
Marti,1956-03-13,573
Hyacinthe,1976-06-21,808
Jacquetta,1994-11-27,365
Di,1996-02-10,797
Adelle,1969-09-23,796
Teriann,1923-06-18,814
Margette,1932-11-14,443
Renie,2003-04-16,481
Alyssa,1980-06-28,901
Lonnie,1954-09-22,119
Daryl,1946-12-05,388
Claudina,2000-07-11,963
Aubrie,1925-09-16,944
Ayn,1902-06-07,682
Paule,1963-09-24,378
Rhoda,1984-01-22,329
Kamilah,1935-12-27,322
Dacia,1979-07-09,144
Esmeralda,1993-10-22,726
Iseabal,1965-10-13,39
Kimberley,1948-12-31,546
Leontine,1938-07-28,962
Drucie,1906-05-30,854
Aili,2011-02-13,332
Annaliese,1920-02-12,318
Susan,1915-05-06,459
Elmira,1950-05-08,497
Mignon,1928-01-03,741
Thalia,1904-08-07,107
Annora,1951-02-17,234
Aigneis,1989-02-26,881
Briney,1975-03-04,205
Merle,1901-07-29,854
Dione,1978-08-02,375
Paulita,1988-04-19,94
Dione,1910-11-25,712
Yetty,2013-10-11,89
Beth,1989-12-09,90
Shaine,1995-06-28,2
Linet,1985-06-01,195
Nariko,1956-05-29,403
Randa,1903-07-13,398
Aurore,1974-02-07,363
Kylynn,2007-11-19,211
Genovera,1982-09-26,127
Phylis,1975-04-14,339
Marline,1954-06-04,208
Aimil,1968-05-21,562
Albertina,1995-02-21,233
Winifred,2016-03-07,250
Daune,1923-06-12,800
Ira,1947-01-05,460
Randa,1915-07-21,426
Lorenza,1938-03-10,378
Dyann,1982-02-19,942
Valeda,1946-12-08,718
Marcelline,1965-01-05,837
Rosabelle,1951-09-27,681
Desirae,1979-09-27,184
Lorie,1932-01-30,392
Emelina,2019-04-13,776
Sybille,1963-12-28,643
Oralee,1948-04-25,994
Marika,1981-06-05,675
Pamella,1926-12-29,938
Emmey,2014-03-24,706
Debee,1970-09-17,451
Marti,1955-12-06,169
Andeee,1935-08-27,659
Georgetta,1923-07-25,957
Jobi,1947-05-31,70
Stephanie,1930-07-20,434
Yvonne,1911-09-11,69
Jean,1934-08-03,282
Tiffie,1989-04-02,528
Elora,1956-09-12,810
Alisha,1924-03-06,147
Bertine,1970-02-09,333
Willetta,1955-01-12,929
Dennie,1932-12-27,251
Lauryn,2005-02-15,2
Courtnay,1930-04-09,344
Blake,1964-06-20,473
Kelly,2016-05-21,535
Lenna,1911-07-29,650
Mariann,1974-12-03,736
Dorene,1905-05-25,42
Kathy,1925-06-08,990
Tracey,1991-12-06,415
Cecile,1993-12-01,48
Ebonee,1904-03-24,870
Minda,2011-02-28,108
Paola,1929-01-07,448
Andeee,2006-02-11,171
Harmonia,2015-08-21,202
Keelia,1924-05-31,493
Helena,1929-11-05,327
Cordi,1907-07-14,729
Beth,1931-08-28,191
Tiffie,1965-02-21,38
Sallie,1943-06-03,783
Patricia,1968-02-26,999
Estell,2011-10-31,473
Kellen,2014-08-02,729
Sheelagh,1958-12-08,413
Roberta,1919-09-30,701
Valeda,1942-09-09,623
Liana,1945-10-12,972
Mariann,1995-12-29,816
Basia,2015-01-09,102
Merle,1927-11-27,186
Valli,1942-02-26,849
Petronia,1988-09-30,114
Shandie,1947-03-16,519
Vanessa,1988-04-27,520
Edee,1992-08-01,300
Xylina,1940-06-01,619
Selma,1985-02-21,600
Beth,1962-04-03,353
Dotty,2018-11-30,320
Juliane,1900-01-05,209
Cristine,1994-02-21,468
Heida,1950-03-08,127
Jolyn,1989-09-26,90
Blondelle,1961-01-03,174
Belinda,1972-05-27,948
Rivalee,1957-03-13,11
Marcelline,1984-06-28,300
Florencia,1985-09-02,443
Brandise,1987-09-03,369
Larine,1976-03-05,334
Maisey,1986-11-12,436
Annabela,1985-01-16,787
Desirae,1919-05-15,669
Orsola,1946-12-05,637
Pollyanna,1903-02-27,947
Ayn,2012-10-17,594
Melanie,1916-11-16,20
Benita,1921-09-21,16
Roseline,1954-04-22,639
Roberta,2010-08-19,703
Dotty,2006-06-21,278
Hannis,1960-12-13,184
Althea,1918-01-29,671
Taffy,1905-11-19,900
Jessamyn,1986-03-01,23
Eugine,1984-11-30,55
Daryl,1929-09-03,115
Annecorinne,1929-01-26,776
Marcy,1911-02-12,407
Laurene,1961-12-02,232
Robbi,2013-08-26,131
Maud,1911-02-11,550
Tani,1977-04-29,631
Joy,1972-04-15,538
Ana,1942-03-01,500
Viki,1962-05-31,471
Ashlee,1958-01-30,108
Estell,1983-10-29,516
Goldie,1987-02-23,470
Annabela,1965-06-21,75
Cristabel,1998-08-08,816
Corina,1916-02-22,193
Jasmina,1971-10-04,713
Shell,1957-08-07,99
Sean,1944-04-02,76
Amara,1926-02-16,62
Ginnie,1975-03-29,708
Trixi,2004-02-18,889
Lanna,1939-07-10,152
Lily,1922-07-23,524
Arlena,1917-11-27,213
Lorie,2012-06-09,803
Veda,1954-09-07,58
Magdalena,1999-10-09,204
Elfreda,1917-02-03,443
Janey,1937-02-24,947
Cindelyn,1917-12-19,915
Maye,2000-07-09,8
Estell,1902-09-06,124
Nanete,1967-04-07,456
Lily,1969-08-09,603
Kylynn,2016-11-16,771
Reeba,1962-01-28,24
Annabela,1916-07-12,123
Trudie,1937-05-28,870
Allyce,1962-02-08,169
Vere,1964-11-23,676
Malina,1984-06-28,218
Codie,1996-10-30,762
Clarice,2005-11-20,351
Esmeralda,1960-12-17,57
Marsiella,1918-03-09,206
Mamie,1913-11-10,413
Jan,1935-08-15,897
Pollyanna,1976-02-11,174
Flo,2004-03-26,512
Nadine,1986-07-15,300
Vanessa,1953-01-25,787
Valeda,1942-08-15,25
Wanda,2019-12-13,678
Etta,2018-03-01,649
Lolita,1915-07-23,558
Susette,1938-08-26,918
Pamella,1962-06-09,585
Emelina,2001-07-18,273
Ilse,1956-11-01,345
Darci,1943-05-10,808
Tami,1991-10-13,937
Shell,1903-03-14,713
Wendi,2010-01-23,45
Ingrid,1994-04-09,878
Brietta,1967-06-17,49
Maud,1944-07-07,358
Elie,1941-01-21,810
Annice,2005-11-25,437
Madalyn,1916-09-22,686
Meg,1923-04-20,214
Clarice,1993-06-30,921
Jolyn,1959-01-10,53
Jere,1987-01-17,401
Bertine,1948-06-08,168
Nataline,2000-09-02,565
Letizia,2012-08-22,957
Claresta,1968-08-22,242
Gusella,1991-09-17,700
Kate,1994-04-17,744
Codie,1984-10-23,325
Shandie,1954-06-17,244
Vanessa,1958-06-05,831
Suzette,2000-03-11,458
Frances,1923-08-29,299
Elora,1967-05-01,424
Valeda,1968-09-08,347
Brandise,1936-05-21,867
Ardys,2004-04-23,205
Shaylyn,1914-01-05,74
Ann-Marie,1971-08-15,366
Nikki,1912-08-23,553
Katuscha,1948-04-10,659
Ardenia,1939-08-18,369
Doro,1985-02-09,769
Damaris,1931-07-16,264
Amii,1968-08-17,163
Joeann,1966-07-04,785
Gloria,1990-09-27,971
Carree,1989-01-28,562
Tilly,1937-06-05,897
Verla,1935-09-12,123
Dulce,1987-03-08,808
Ginnie,1967-11-15,689
Marleah,1905-12-29,318
Berget,1951-02-05,526
Vevay,1915-05-03,425
Dawn,1999-08-06,672
Lyssa,1957-04-18,97
Margarette,1908-01-29,864
Nariko,1913-05-03,746
Micheline,2014-02-05,293
Deloria,1948-09-14,489
Hettie,1906-01-24,557
Abbie,1958-07-20,483
Nadine,2004-02-03,843
Aurelie,1983-09-02,742
Rozele,1913-10-20,95
Kristan,1941-11-06,215
Elfreda,1982-10-08,376
Estell,1971-07-17,21
Nollie,1916-12-22,700
Loree,1918-03-22,578
Rhea,1977-02-13,518
Blake,2003-11-28,168
Nanete,2005-03-03,266
Maye,1930-10-11,927
Adriana,1974-05-29,94
Max,1915-04-04,898
Florie,1927-12-31,680
Britte,2019-08-20,29
Tomasina,1964-05-13,562
Emmey,1933-08-10,887
Cecile,1905-01-10,707
Ashlee,1960-02-03,609
Jere,1936-02-09,921
Penelopa,1914-02-18,165
Halette,1987-02-16,491
Brianna,1904-12-23,528
Robbi,1999-12-05,646
Marika,1906-08-10,233
Kirbee,2019-08-18,527
Roxane,2016-08-22,845
Kimberley,1987-09-05,47
Kristan,1984-10-08,503
Jackie,1937-08-29,488
Queenie,2009-08-29,679
Millie,1906-01-12,3
Aigneis,1937-04-10,645
Hermione,1932-06-20,250
Ekaterina,1987-01-02,641
Gratia,1975-05-18,404
Shell,2004-04-25,672
Raf,1995-02-01,822
Candi,1912-01-19,90
Tonia,1996-10-10,915
Sheree,1929-02-07,444
Damaris,1934-01-08,90
Zsa Zsa,2018-07-29,777
Cassandra,1923-08-15,544
Mary,1940-11-06,692
Flory,2006-02-16,840
Ayn,1943-01-07,461
Mary,1997-12-05,805
Kirstin,2000-02-09,630
Deirdre,1987-11-04,818
Emilia,1971-04-26,852
Alie,1948-01-12,702
Talya,1909-09-25,532
Goldie,1921-05-01,588
Carol-Jean,1936-06-23,928
Lelah,1975-12-03,618
Basia,1992-05-16,42
Modestia,1931-01-09,105
Glynnis,1931-08-27,860
Flo,1919-02-21,733
Annecorinne,1907-06-03,177
Hannis,1947-02-06,291
Carmela,1935-03-31,44
Kara-Lynn,1938-08-08,233
Rhoda,1920-03-15,111
Shannah,1921-05-12,622
Corly,1982-10-26,532
Ira,2015-12-29,716
Joelly,1955-09-20,180
Cordi,1944-04-30,502
Ermengarde,1942-03-14,195
Jany,1920-07-03,266
Netty,1952-12-22,202
Althea,1958-06-06,199
Antonietta,1963-03-19,853
Willetta,2007-05-20,437
Nannie,1974-09-04,291
Viki,1969-02-09,275
Siana,2004-01-08,184
Imojean,1981-07-28,390
Yetty,2004-09-12,875
Lacie,2019-12-31,983
Bee,1964-04-29,180
Jany,1959-03-31,691
Layla,1982-04-28,755
Marnia,1983-05-03,69
Vere,1906-08-13,416
Lorenza,1941-03-03,106
Dulcinea,1901-05-03,594
Verla,2007-02-16,651
Carree,1927-05-25,198
Bertine,1905-11-09,63
Cathyleen,1960-07-17,349
Nyssa,1980-07-10,454
Katleen,1907-12-23,531
Jeanna,1985-02-01,150
Pearline,1921-08-21,490
Ivett,1929-08-15,106
Joceline,1955-12-28,934
Kathy,1997-12-19,877
Vevay,1946-06-26,717
Riannon,1959-10-17,74
Bee,1947-03-10,580
Dari,1955-05-18,291
Charissa,2009-04-19,275
Rivalee,1961-06-27,859
Katuscha,1996-03-17,700
Lily,1947-11-09,741
Darlleen,1982-11-14,198
Roberta,1964-07-26,379
Margalo,1936-11-19,810
Christian,2012-11-07,551
Henriette,1926-08-31,613
Gloria,1901-04-26,789
Gisela,1975-04-12,495
Alia,1922-02-12,967
Luci,1938-12-17,893
Miquela,1959-01-18,947
Aryn,1939-01-07,496
Raquela,1998-07-14,299
Aurore,1907-05-15,827
Mamie,1953-01-31,864
Agnese,1911-10-05,286
Theodora,2003-11-18,950
Maisey,1907-11-24,975
Linzy,1905-06-01,122
Mary,1922-03-25,758
Lacie,1924-12-26,758
Cindelyn,1987-03-08,593
Janey,1919-01-20,84
Sallie,1965-06-20,74
Vere,1950-05-30,172
Di,1988-03-30,244
Gratia,2012-07-17,549
Robinia,1914-07-30,482
Emelina,1928-11-29,107
Joeann,1912-10-15,558
Tani,1969-10-31,272
Kylynn,1921-10-06,535
Queenie,1922-11-20,457
Alejandra,1938-05-05,815
Adelle,1986-11-13,139
Jemie,1975-07-12,356
Winny,1949-02-27,590
Ellette,1965-03-25,854
Orelia,1930-07-11,144
Lanna,1917-01-11,356
Rosene,1960-12-23,477
Beverley,1928-08-29,374
Ursulina,1953-10-02,790
Rori,1901-09-09,197
Clarice,1940-05-08,938
Letizia,2018-02-28,138
Romona,1905-04-14,359
Alex,1983-11-27,811
Georgina,1909-11-10,890
Madelle,1923-03-04,440
Elie,1938-04-01,760
Daryl,1916-09-21,906
Kimberley,1949-11-21,312
Marylou,2013-08-06,6
Ericka,1977-08-15,323
Marnia,1957-10-08,598
Rani,1974-03-21,585
Kate,1990-03-30,55
Natka,1956-02-06,618
Sherrie,2011-09-09,410
Cindelyn,1924-08-26,527
Delilah,1967-07-02,904
Eadie,1949-09-29,985
Gwyneth,1935-12-14,702
Danny,2010-01-20,203
Elsie,1967-09-24,99
Maye,1983-02-24,22
Dominga,1964-07-30,330
Kylynn,1950-04-11,107
Lizzie,2009-11-26,707
Vinita,1938-06-14,912
Jean,1982-06-08,844
Atlanta,1905-10-27,486
Karina,1911-04-11,79
Kristina,1912-07-09,279
Adelle,1969-02-02,804
Annabela,1907-06-24,597
Dotty,1955-01-31,443
Sissy,1964-12-07,978
Ada,1914-06-15,563
Vivia,2010-02-07,624
Gisela,1962-05-09,45
Gianina,1973-12-13,818
Meriel,1933-09-12,817
Brandise,1954-04-05,249
Ursulina,1957-03-05,15
Lelah,1987-11-29,631
Kayla,1912-10-23,9
Berta,2009-06-19,972
Lisette,2016-12-02,307
Tami,1980-05-26,856
Elora,1988-07-09,54
Talya,2010-10-06,748
Miquela,1957-07-31,184
Elbertina,1968-03-08,470
Ginnie,2011-12-24,788
Flo,1934-11-09,739
Lisette,1918-11-18,583
Selia,1975-10-15,475
Tilly,1978-02-01,131
Renae,1938-06-29,836
Fanny,2017-02-04,165
Anthia,1929-06-11,18
Priscilla,1943-01-15,889
Fernande,1941-10-26,941
Clarice,1992-06-18,469
Marcelline,2013-05-25,125
Cristine,1976-09-10,843
Gratia,1916-01-22,188
Suzette,1931-06-21,817
Norine,1928-05-04,584
Elvira,1978-07-09,477
Lonnie,1986-02-11,830
Gloria,1901-09-10,872
Peri,1984-07-11,29
Eugine,2000-11-18,177
Reeba,2008-07-28,702
Genevra,1999-01-13,759
Ardys,1988-10-01,392
Brandise,1998-02-17,921
Letizia,1974-03-13,512
Diena,1997-09-28,902
Evaleen,1965-06-02,495
Fayre,1966-02-11,336
Linet,1909-10-26,434
Amelia,1988-12-29,444
Korrie,1931-11-10,249
Jolyn,1913-02-21,316
Inga,1969-11-20,314
Deane,1976-12-05,194
Andree,1977-06-19,595
Brianna,1906-08-16,819
Marti,1956-04-25,849
Jerry,1906-04-11,940
Almeta,1966-03-28,678
Meghann,1917-05-24,432
Hope,1945-08-12,529
Jerry,1946-08-27,707
Sam,1985-03-13,893
Sybille,1922-07-24,68
Consuela,1983-12-30,739
Lucille,1933-11-12,1000
Amalie,1977-01-04,888
Marnia,1926-12-29,16
Demetris,1963-11-01,572
Fawne,1913-04-18,646
Talya,1931-05-13,526
Georgina,1996-12-12,948
Korrie,1947-10-28,224
Micheline,1991-04-24,945
Kate,1954-11-14,810
Miquela,1911-03-30,960
Carlie,1949-05-28,26
Allis,1941-01-27,479
Jere,1936-07-26,640
Dorothy,1975-05-02,544
Zsa Zsa,1983-02-18,952
Ariela,2011-10-30,553
Asia,2004-05-12,38
Roberta,2003-02-19,222
Melanie,1938-03-31,663
Emma,1949-12-18,351
Gratia,1922-10-23,956
Gabriellia,2001-11-04,590
Aubrie,2009-10-01,729
Brana,1952-04-18,89
Juliane,1960-04-05,761
Elbertina,1952-10-14,465
Agathe,1997-08-20,379
Hermione,1913-07-21,592
Jorry,1992-10-15,4
Nollie,1965-05-05,115
Vevay,1924-04-17,936
Elfreda,1971-11-25,508
Britte,2007-07-10,382
Catharine,1980-03-04,361
Jemie,1921-03-13,439
Raquela,1936-01-02,473
Wynne,1913-06-18,815
Trixi,2006-09-15,686
Vivia,1978-10-30,242
Linet,1907-09-06,465
Lusa,1956-08-29,358
Livvyy,2011-01-25,756
Elyssa,1973-10-20,376
Gianina,1933-06-19,857
Sonni,2017-05-05,769
Cacilie,1954-12-08,449
Gaylene,1936-01-10,819
Juliane,1919-11-18,512
Beth,2015-07-11,652
Ayn,1970-06-16,774
Goldie,1905-08-27,705
Sadie,2013-06-22,93
Barbara,1940-04-24,271
Camile,1950-07-26,455
Maurene,1910-07-23,772
Betta,1937-05-20,345
Joleen,1981-08-31,839
Madeleine,2011-03-12,836
Kayla,1918-07-14,266
Barbi,2007-05-16,695
Nananne,1979-08-05,158
Catharine,1917-08-06,403
Agnese,2007-02-06,395
Netty,1920-11-11,702
Nickie,1970-06-12,747
Quintina,1944-08-18,452
Delilah,1972-04-18,779
Marylou,1978-04-26,74
Justinn,1919-05-20,998
Concettina,1961-07-24,228
Nataline,1970-07-31,528
Anestassia,1985-12-27,314
Hope,1934-03-15,372
Vanessa,1969-02-01,378
Aeriela,1986-04-15,735
Alia,1904-06-21,327
Delilah,1924-06-24,647
Karly,1943-10-30,182
Melanie,1976-08-05,210
Donetta,1928-06-13,298
Alisha,1990-12-11,344
Gilligan,1929-10-20,34
Loree,1964-01-05,604
Marita,1954-03-26,180
Dorice,1991-02-27,520
Vonny,1971-12-20,580
Hayley,1953-04-17,314
Leanna,1903-11-17,475
Carree,2003-09-22,10
Rebeca,1978-01-03,767
Fidelia,1903-08-12,688
Nessie,1933-05-31,581
Asia,1997-09-24,727
Elvira,1943-06-25,957
Vivia,1927-10-03,88
Jillayne,1939-05-23,496
Melanie,1931-06-04,619
Raf,1906-10-08,178
Neila,1953-12-10,544
Daphne,1900-03-15,811
