Song,Date,Total Number of Plays for Date
Elfreda,1958-11-29,417
Elfreda,1959-10-27,439
Elfreda,1971-04-16,863
Elfreda,1971-11-25,508
Elfreda,1981-05-22,496
Elfreda,1982-10-08,376
Elfreda,1988-05-19,991
Elfreda,1999-02-05,767
Elfreda,2002-02-16,428
Elfreda,2007-09-01,299
Elfreda,2009-11-27,160
Elfreda,2010-09-22,610
Elie,1905-08-17,701
Elie,1908-11-16,120
Elie,1919-12-09,815
Elie,1920-08-11,353
Elie,1930-07-07,400
Elie,1932-01-06,581
Elie,1932-10-03,843
Elie,1938-04-01,760
Elie,1941-01-21,810
Elie,1951-07-20,137
Elie,1957-12-14,764
Elise,1902-10-20,167
Elise,1913-12-23,865
Elise,1917-04-15,184
Elise,1919-04-13,790
Elise,1936-04-19,804
Elise,1941-04-02,621
Elise,1961-10-23,561
Elise,1971-10-07,902
Elise,1971-11-21,618
Elise,1974-08-21,492
Elise,1983-11-21,692
Elise,1983-12-29,732
Elise,1986-05-24,398
Elise,1993-10-29,259
Elise,1997-12-21,325
Elise,2010-03-19,855
Elise,2013-11-19,293
Elka,1904-01-25,67
Elka,1906-01-03,626
Elka,1915-07-08,427
Elka,1918-09-09,533
Elka,1921-10-25,349
Elka,1924-08-04,817
Elka,1929-06-19,756
Elka,1934-06-23,123
Elka,1971-08-04,879
Elka,1971-09-25,397
Elka,1980-04-20,122
Elka,1982-12-09,623
Elka,1984-08-28,408
Elka,1991-01-11,73
Elka,2002-02-18,335
Ellette,1903-12-03,922
Ellette,1911-11-11,763
Ellette,1913-05-02,644
Ellette,1914-02-25,104
Ellette,1947-06-04,778
Ellette,1950-11-20,272
Ellette,1957-05-05,275
Ellette,1960-04-17,276
Ellette,1962-09-19,645
Ellette,1965-03-25,854
Ellette,1991-06-10,889
Ellette,1992-10-31,525
Ellette,2005-04-15,530
Ellette,2006-11-20,45
Ellette,2014-10-13,829
Elmira,1912-11-16,236
Elmira,1914-11-24,330
Elmira,1929-07-28,498
Elmira,1932-06-03,420
Elmira,1942-06-05,300
Elmira,1946-12-23,612
Elmira,1950-05-08,497
Elmira,1954-03-04,151
Elmira,1959-06-25,636
Elmira,1969-02-11,665
Elmira,1985-04-01,912
Elmira,2010-03-21,280
Elmira,2011-02-07,558
Elmira,2014-10-23,299
Elora,1900-11-18,563
Elora,1904-02-21,564
Elora,1904-10-04,821
Elora,1905-05-25,553
Elora,1914-09-25,285
Elora,1916-09-30,271
Elora,1917-06-16,979
Elora,1922-12-03,738
Elora,1927-04-16,535
Elora,1933-11-18,644
Elora,1953-02-21,818
Elora,1956-09-12,810
Elora,1967-05-01,424
Elora,1975-10-28,881
Elora,1981-01-19,772
Elora,1984-05-08,285
Elora,1988-07-09,54
Elora,1992-10-09,109
Elora,2004-05-07,777
Elora,2006-04-12,143
Elora,2010-04-22,155
Elsie,1901-01-18,405
Elsie,1919-04-03,493
Elsie,1925-05-07,248
Elsie,1939-10-20,266
Elsie,1954-09-11,752
Elsie,1964-10-16,13
Elsie,1967-09-24,99
Elsie,1977-07-09,717
Elsie,1980-07-03,565
Elsie,1984-10-16,720
Elsie,1986-06-01,268
Elsie,1989-01-25,883
Elsie,2001-03-11,301
Elsie,2003-02-20,218
Elsie,2004-09-04,27
Elsie,2008-03-12,10
Elsie,2011-01-08,649
Elvira,1900-04-11,367
Elvira,1900-06-03,484
Elvira,1904-03-23,378
Elvira,1921-07-04,907
Elvira,1926-08-10,911
Elvira,1934-05-17,292
Elvira,1939-02-28,46
Elvira,1940-03-12,753
Elvira,1940-12-13,859
Elvira,1943-06-25,957
Elvira,1975-03-19,673
Elvira,1978-07-09,477
Elvira,1993-05-13,615
Elvira,2008-04-22,484
Elvira,2016-01-22,514
Elyssa,1907-06-21,938
Elyssa,1917-11-17,548
Elyssa,1931-10-01,616
Elyssa,1940-01-20,780
Elyssa,1947-06-19,329
Elyssa,1950-03-19,721
Elyssa,1959-04-24,457
Elyssa,1972-12-08,78
Elyssa,1973-10-20,376
Elyssa,1979-08-02,605
Elyssa,1997-10-27,868
Elyssa,2003-03-29,935
Elyssa,2016-10-15,663
Emelina,1901-02-19,640
Emelina,1917-08-29,610
Emelina,1922-09-23,474
Emelina,1928-11-29,107
Emelina,1932-10-17,731
Emelina,1944-12-03,568
Emelina,1951-07-21,808
Emelina,1957-06-08,709
Emelina,1963-11-30,966
Emelina,1974-02-21,771
Emelina,1993-05-03,596
Emelina,1995-12-01,648
Emelina,2001-07-18,273
Emelina,2002-07-30,724
Emelina,2008-04-16,556
Emelina,2015-06-23,86
Emelina,2019-04-13,776
Emilia,1918-03-07,630
Emilia,1924-02-21,51
Emilia,1924-03-04,706
Emilia,1925-12-11,836
Emilia,1926-05-23,27
Emilia,1931-09-22,198
Emilia,1939-05-17,83
Emilia,1943-06-17,984
Emilia,1962-07-30,985
Emilia,1971-04-26,852
Emilia,1975-11-02,884
Emilia,1978-01-07,44
Emilia,1989-12-25,116
Emilia,1992-04-12,564
Emilia,2004-02-21,28
Emma,1900-10-25,465
Emma,1912-08-23,137
Emma,1916-04-01,825
Emma,1922-04-05,104
Emma,1931-01-15,640
Emma,1938-01-30,640
Emma,1945-11-28,171
Emma,1949-12-18,351
Emma,1952-10-08,907
Emma,1959-05-09,34
Emma,1969-11-04,581
Emma,1992-09-13,800
Emma,2005-07-15,808
Emma,2008-06-20,122
Emmey,1902-09-05,286
Emmey,1905-12-27,782
Emmey,1912-12-28,175
Emmey,1915-07-27,303
Emmey,1927-01-18,896
Emmey,1930-08-27,385
Emmey,1933-08-10,887
Emmey,1942-10-18,396
Emmey,1942-12-12,899
Emmey,1946-09-18,317
Emmey,1953-04-02,282
Emmey,1956-06-15,140
Emmey,1968-09-08,465
Emmey,1975-06-27,873
Emmey,1976-12-03,762
Emmey,1982-03-15,77
Emmey,1997-07-31,471
Emmey,2002-10-27,882
Emmey,2014-03-24,706
Emylee,1951-08-12,343
Emylee,1953-12-30,34
Emylee,1966-04-14,871
Emylee,1985-09-12,638
Emylee,1988-03-26,956
Emylee,1996-06-14,203
Emylee,2014-01-31,197
Eolanda,1923-04-25,816
Eolanda,1925-10-31,406
Eolanda,1935-12-15,33
Eolanda,1949-11-22,607
Eolanda,1956-06-08,21
Eolanda,1960-07-01,426
Eolanda,1968-10-18,173
Eolanda,1973-05-22,848
Eolanda,1976-04-14,675
Eolanda,1990-07-14,392
Eolanda,1992-04-04,891
Eolanda,1993-09-22,684
Eolanda,1996-03-30,468
Eolanda,2004-04-16,846
Eolanda,2006-03-02,783
Ericka,1906-09-17,43
Ericka,1907-12-08,413
Ericka,1908-04-15,832
Ericka,1908-04-29,102
Ericka,1921-05-10,806
Ericka,1945-02-26,315
Ericka,1948-10-21,529
Ericka,1958-09-28,155
Ericka,1965-01-29,959
Ericka,1977-08-15,323
Ericka,1982-04-10,785
Ericka,2015-02-08,213
Ericka,2018-02-19,645
Ermengarde,1904-10-01,312
Ermengarde,1905-02-14,818
Ermengarde,1911-11-21,630
Ermengarde,1923-07-25,25
Ermengarde,1942-03-14,195
Ermengarde,1952-11-15,818
Ermengarde,1961-09-21,791
Ermengarde,1962-03-30,325
Ermengarde,1986-03-20,342
Ermengarde,1997-11-25,901
Ernesta,1906-11-11,803
Ernesta,1908-11-28,661
Ernesta,1915-12-26,817
Ernesta,1916-10-26,236
Ernesta,1918-06-06,3
Ernesta,1919-11-26,905
Ernesta,1928-12-08,825
Ernesta,1930-07-02,290
Ernesta,1957-10-10,848
Ernesta,1971-08-23,307
Ernesta,2004-11-24,502
Ernesta,2010-05-26,296
Esmeralda,1904-01-15,91
Esmeralda,1911-12-27,192
Esmeralda,1916-01-05,493
Esmeralda,1917-01-28,243
Esmeralda,1923-07-17,553
Esmeralda,1933-08-19,79
Esmeralda,1936-01-02,272
Esmeralda,1939-09-16,989
Esmeralda,1960-11-02,501
Esmeralda,1960-12-17,57
Esmeralda,1962-03-01,19
Esmeralda,1962-07-17,211
Esmeralda,1963-11-18,412
Esmeralda,1967-01-31,830
Esmeralda,1981-07-17,845
Esmeralda,1993-10-22,726
Esmeralda,2003-07-20,274
Esmeralda,2003-10-19,664
Estell,1902-09-06,124
Estell,1911-08-23,221
Estell,1913-06-14,96
Estell,1920-08-13,395
Estell,1940-03-20,308
Estell,1945-01-15,611
Estell,1946-07-02,523
Estell,1947-07-30,499
Estell,1971-04-02,581
Estell,1971-07-17,21
Estell,1973-05-03,529
Estell,1983-10-29,516
Estell,1996-08-04,203
Estell,2005-03-17,686
Estell,2011-10-31,473
Estell,2013-08-22,204
Estell,2015-10-10,757
Ethel,1905-04-23,885
Ethel,1924-07-03,630
Ethel,1928-10-22,573
Ethel,1946-06-27,930
Ethel,1985-01-10,774
Ethel,1986-12-24,549
Ethel,1994-12-06,442
Ethel,1998-11-17,1000
Ethel,1999-09-15,979
Ethel,2005-09-05,804
Ethel,2007-07-14,742
Ethel,2016-10-29,902
Etta,1900-09-30,676
Etta,1912-07-03,426
Etta,1915-11-15,583
Etta,1919-01-19,726
Etta,1919-08-24,531
Etta,1922-08-21,77
Etta,1926-12-08,321
Etta,1930-06-09,59
Etta,1931-12-18,746
Etta,1933-06-08,301
Etta,1948-05-19,29
Etta,1964-11-21,653
Etta,1966-04-05,628
Etta,1985-11-03,618
Etta,1987-08-10,688
Etta,1988-05-22,945
Etta,2001-10-05,337
Etta,2002-11-17,989
Etta,2010-05-29,543
Etta,2018-03-01,649
Eugine,1900-06-29,70
Eugine,1909-10-18,378
Eugine,1917-05-23,278
Eugine,1925-12-05,837
Eugine,1926-07-17,156
Eugine,1932-03-25,184
Eugine,1936-07-15,424
Eugine,1947-02-11,332
Eugine,1961-08-30,176
Eugine,1984-11-30,55
Eugine,1992-12-01,112
Eugine,1993-04-20,655
Eugine,2000-11-18,177
Eugine,2003-10-04,865
Evaleen,1905-06-16,32
Evaleen,1918-01-02,32
Evaleen,1918-08-29,606
Evaleen,1946-02-07,386
Evaleen,1965-06-02,495
Evaleen,1992-02-04,259
Evaleen,1999-04-08,67
Evaleen,2003-07-30,291
Evaleen,2015-12-08,939
Evaleen,2018-06-01,692
Eve,1903-06-16,945
Eve,1907-09-18,944
Eve,1921-02-14,643
Eve,1921-07-10,282
Eve,1943-01-27,712
Eve,1952-01-27,18
Eve,1956-03-02,102
Eve,1956-07-08,377
Eve,1959-06-01,727
Eve,1960-04-19,590
Eve,1962-09-23,720
Eve,1965-10-01,488
Eve,1995-07-25,786
Eve,2003-07-29,426
Eve,2005-08-10,331
Evita,1914-01-23,536
Evita,1914-03-31,471
Evita,1916-03-01,604
Evita,1921-08-24,876
Evita,1922-07-24,817
Evita,1930-07-22,88
Evita,1934-03-24,709
Evita,1945-11-01,610
Evita,1946-01-26,987
Evita,1950-06-08,24
Evita,1953-03-24,717
Evita,1955-12-03,186
Evita,1995-03-13,326
Evita,1998-04-14,148
Evita,1998-08-30,804
Evita,1999-01-24,264
Evita,2008-03-01,810
Evita,2009-04-28,888
Evita,2014-10-25,304
Ezmeralda,1923-02-28,603
Ezmeralda,1924-04-29,516
Ezmeralda,1925-10-15,650
Ezmeralda,1940-09-21,541
Ezmeralda,1979-03-03,308
Ezmeralda,1982-06-27,358
Ezmeralda,1986-10-15,947
Ezmeralda,1991-11-08,99
Ezmeralda,2016-04-12,529
Fanchon,1901-04-20,314
Fanchon,1903-06-01,782
Fanchon,1905-07-10,91
Fanchon,1908-03-28,571
Fanchon,1921-02-25,474
Fanchon,1943-07-25,263
Fanchon,1960-02-12,608
Fanchon,1980-03-21,572
Fanchon,1990-04-10,635
Fanchon,1996-06-11,702
Fanchon,2004-04-24,745
Fanchon,2005-12-21,501
Fanchon,2008-01-25,438
Fanchon,2018-07-04,283
Fanny,1915-10-28,940
Fanny,1920-12-13,625
Fanny,1922-08-27,896
Fanny,1924-06-21,265
Fanny,1926-05-09,640
Fanny,1932-03-10,116
Fanny,1940-11-25,515
Fanny,1946-12-04,187
Fanny,1965-03-18,255
Fanny,1978-04-19,675
Fanny,1994-03-02,470
Fanny,2002-02-28,964
Fanny,2017-02-04,165
Fanny,2017-03-10,285
Farrah,1925-04-09,813
Farrah,1931-02-10,114
Farrah,1932-01-18,473
Farrah,1938-01-19,375
Farrah,1938-03-25,654
Farrah,1940-01-11,72
Farrah,1957-12-05,838
Farrah,1960-05-19,722
Farrah,1963-03-14,200
Farrah,1966-07-29,995
Farrah,1974-12-05,392
Farrah,1977-05-10,965
Farrah,1977-07-04,647
Farrah,1998-09-13,612
Fawne,1900-05-20,239
Fawne,1904-02-07,29
Fawne,1913-04-18,646
Fawne,1934-10-16,348
Fawne,1937-03-10,497
Fawne,1938-10-24,562
Fawne,1946-10-26,822
Fawne,1962-10-06,815
Fawne,1967-08-31,701
Fawne,1970-05-22,171
Fawne,2016-06-22,923
Fayre,1909-09-10,98
Fayre,1912-01-16,723
Fayre,1926-12-13,502
Fayre,1946-01-16,202
Fayre,1947-08-24,422
Fayre,1948-07-19,851
Fayre,1955-05-27,911
Fayre,1966-02-11,336
Fayre,1980-09-26,280
Fayre,1982-10-26,299
Fayre,1986-03-25,31
Fayre,1990-06-09,837
Fayre,1997-12-16,635
Fayre,1998-10-17,815
Fayre,2002-10-12,703
Fayre,2009-08-09,840
Fayre,2010-04-01,971
Fayre,2019-01-20,937
Felice,1902-07-30,973
Felice,1914-04-15,191
Felice,1918-01-31,2
Felice,1923-12-16,355
Felice,1925-04-07,522
Felice,1929-03-18,52
Felice,1931-12-03,545
Felice,1931-12-05,395
Felice,1936-10-11,929
Felice,1939-09-27,763
Felice,1953-08-18,183
Felice,1959-10-08,280
Felice,1960-12-02,723
Felice,1963-05-18,65
Felice,1977-06-24,824
Felice,1977-11-27,628
Felice,1991-09-30,90
Felice,1994-01-27,845
Felice,1998-08-18,379
Felice,2004-08-02,512
Felice,2005-02-24,123
Felice,2005-09-16,629
Felice,2011-08-13,645
Felice,2013-04-27,407
Felice,2014-08-23,76
Felice,2015-10-03,85
Felice,2016-09-23,190
Feliza,1907-01-01,807
Feliza,1910-02-25,986
Feliza,1919-12-18,24
Feliza,1933-10-14,149
Feliza,1933-11-05,407
Feliza,1943-08-31,736
Feliza,1954-01-26,519
Feliza,1958-07-09,93
Feliza,1965-07-09,113
Feliza,1981-06-01,454
Feliza,1988-01-20,389
Feliza,1989-04-20,656
Feliza,2018-01-26,145
Fernande,1915-12-07,300
Fernande,1941-10-26,941
Fernande,1964-10-28,435
Fernande,1969-05-11,323
Fernande,1971-04-07,896
Fernande,1980-02-10,655
Fernande,1982-06-08,213
Fernande,1997-05-28,296
Fernande,1997-07-18,582
Fidelia,1903-08-12,688
Fidelia,1908-08-06,557
Fidelia,1911-04-04,85
Fidelia,1930-07-18,36
Fidelia,1930-10-21,777
Fidelia,1932-02-12,488
Fidelia,1933-01-06,640
Fidelia,1933-03-03,738
Fidelia,1935-06-09,802
Fidelia,1951-02-27,262
Fidelia,1955-09-13,459
Fidelia,1958-01-18,226
Fidelia,1959-08-19,733
Fidelia,1968-07-08,643
Fidelia,1968-10-24,20
Fidelia,1970-02-05,628
Fidelia,1972-01-12,142
Fidelia,1978-09-20,284
Fidelia,1988-01-28,121
Fina,1903-12-28,448
Fina,1917-01-27,252
Fina,1919-08-02,819
Fina,1935-10-09,871
Fina,1937-05-13,592
Fina,1942-03-21,158
Fina,1943-10-31,721
Fina,1948-10-09,315
Fina,1972-01-17,374
Fina,1993-12-09,70
Fina,1997-05-26,741
Fina,2000-02-03,76
Fina,2003-10-02,698
Fina,2014-09-25,327
Fina,2019-10-10,762
Flo,1913-01-29,530
Flo,1919-02-21,733
Flo,1927-07-09,423
Flo,1932-04-13,702
Flo,1934-11-09,739
Flo,1936-04-27,575
Flo,1953-01-30,11
Flo,1959-10-16,364
Flo,1960-11-11,606
Flo,1964-06-07,345
Flo,1967-08-26,489
Flo,1975-10-06,664
Flo,1979-01-19,124
Flo,1983-05-11,942
Flo,1985-03-01,15
Flo,1987-02-18,198
Flo,1988-05-15,274
Flo,1990-11-15,727
Flo,1991-01-13,37
Flo,1998-09-07,828
Flo,1999-07-14,769
Flo,2004-03-26,512
Flo,2007-03-09,269
Flo,2009-02-06,422
Flo,2011-06-14,809
Florencia,1916-09-27,907
Florencia,1926-05-12,17
Florencia,1957-11-16,76
Florencia,1959-10-11,507
Florencia,1963-12-17,995
Florencia,1967-12-06,522
Florencia,1985-09-02,443
Florencia,1994-04-08,932
Florencia,1995-11-02,509
Florencia,2000-04-27,67
Florencia,2002-01-28,633
Florencia,2002-02-23,513
Florencia,2010-06-01,504
Florie,1927-12-31,680
Florie,1930-03-07,819
Florie,1945-10-30,795
Florie,1946-07-09,31
Florie,1984-12-11,307
Florie,2003-10-30,367
Florie,2009-06-24,923
Florie,2017-03-03,628
Flory,1914-12-04,309
Flory,1920-06-29,714
Flory,1930-04-02,650
Flory,1931-09-15,590
Flory,1959-11-06,992
Flory,1965-08-29,880
Flory,1972-07-07,155
Flory,1982-11-04,133
Flory,2005-07-18,125
Flory,2006-02-16,840
Frances,1921-01-24,949
Frances,1923-08-29,299
Frances,1924-04-18,567
Frances,1945-08-03,353
Frances,1946-02-25,890
Frances,1958-11-14,98
Frances,1959-07-31,260
Frances,1965-09-13,370
Frances,1970-07-20,288
Frances,1971-07-24,816
Frances,1984-08-16,791
Frances,1989-05-27,97
Frances,1989-06-16,533
Frances,1999-09-17,444
Frances,1999-11-21,434
Frances,2008-03-26,210
Frank,1903-10-19,22
Frank,1909-03-26,570
Frank,1917-02-20,316
Frank,1923-07-22,797
Frank,1923-11-16,294
Frank,1925-11-15,744
Frank,1930-08-22,943
Frank,1948-04-06,484
Frank,1949-03-05,252
Frank,1997-01-17,764
Frank,1998-06-13,338
Frank,2007-02-01,975
Frank,2013-09-28,649
Fred,1901-04-23,829
Fred,1919-10-20,72
Fred,1933-11-18,308
Fred,1942-10-18,628
Fred,1970-06-26,959
Fred,1989-08-04,485
Fred,1994-07-09,388
Fred,1995-07-30,143
Fred,2001-06-21,167
Fred,2001-12-13,766
Fred,2011-05-27,49
Fredericka,1929-03-26,826
Fredericka,1941-01-21,735
Fredericka,1951-05-18,16
Fredericka,1952-09-11,40
Fredericka,1955-09-06,153
Fredericka,1985-05-08,362
Fredericka,1985-05-19,879
Fredericka,1990-08-12,784
Fredericka,1994-04-14,666
Fredericka,1998-08-29,103
Fredericka,2007-08-29,801
Fredericka,2014-02-11,695
Frieda,1909-06-18,605
Frieda,1936-02-24,323
Frieda,1937-02-15,567
Frieda,1943-05-11,730
Frieda,1946-03-19,185
Frieda,1952-12-07,826
Frieda,1953-09-08,670
Frieda,1956-06-01,629
Frieda,1956-08-28,984
Frieda,1969-09-04,528
Frieda,1972-07-29,480
Frieda,1978-03-28,105
Frieda,1978-04-13,99
Frieda,1988-04-14,621
Frieda,2000-07-02,281
Frieda,2011-02-25,844
Frieda,2013-05-10,169
Frieda,2018-06-17,536
Gabi,1915-02-22,230
Gabi,1921-08-31,883
Gabi,1925-09-21,836
Gabi,1926-05-06,832
Gabi,1927-04-15,463
Gabi,1929-10-13,535
Gabi,1941-07-19,995
Gabi,1970-07-12,856
Gabi,1974-06-02,802
Gabi,2000-04-03,650
Gabi,2002-06-15,317
Gabi,2017-09-05,332
Gabriellia,1902-06-07,198
Gabriellia,1913-04-22,601
Gabriellia,1915-12-01,195
Gabriellia,1920-01-25,290
Gabriellia,1922-07-25,791
Gabriellia,1927-04-17,681
Gabriellia,1929-03-01,684
Gabriellia,1940-03-29,124
Gabriellia,1941-07-25,320
Gabriellia,1941-10-30,966
Gabriellia,1942-02-02,907
Gabriellia,1947-05-16,244
Gabriellia,1954-02-06,807
Gabriellia,1978-05-20,617
Gabriellia,2001-11-04,590
Gabriellia,2004-04-07,483
Gale,1901-04-07,902
Gale,1902-01-20,78
Gale,1909-07-21,427
Gale,1911-12-16,432
Gale,1924-09-12,882
Gale,1925-01-27,158
Gale,1925-06-01,950
Gale,1939-11-13,142
Gale,1946-11-06,755
Gale,1952-05-07,734
Gale,1971-05-12,244
Gale,1984-05-16,351
Gale,1985-03-22,517
Gale,1996-04-25,352
Gale,1998-09-02,192
Gavrielle,1904-03-26,686
Gavrielle,1905-01-11,767
Gavrielle,1908-09-17,218
Gavrielle,1918-10-24,563
Gavrielle,1927-06-05,825
Gavrielle,1930-12-07,778
Gavrielle,1936-09-23,402
Gavrielle,1962-05-27,795
Gavrielle,1981-07-31,512
Gavrielle,1986-01-15,513
Gavrielle,1996-07-31,486
Gavrielle,2007-10-19,334
Gavrielle,2008-04-22,214
Gavrielle,2009-08-31,414
Gavrielle,2015-11-13,174
Gaylene,1933-05-14,840
Gaylene,1936-01-10,819
Gaylene,1936-04-20,448
Gaylene,1944-08-18,581
Gaylene,1950-10-02,237
Gaylene,1951-11-30,491
Gaylene,1953-09-29,140
Gaylene,1954-08-11,579
Gaylene,1955-12-09,486
Gaylene,1960-12-16,224
Gaylene,1980-05-21,406
Gaylene,1990-06-25,39
Gaylene,2010-04-16,702
Genevra,1907-09-13,481
Genevra,1914-12-26,268
Genevra,1915-07-30,789
Genevra,1916-11-11,173
Genevra,1918-02-11,271
Genevra,1936-03-31,159
Genevra,1958-07-02,286
Genevra,1960-03-28,876
Genevra,1999-01-13,759
Genevra,2003-12-29,256
Genevra,2015-02-27,595
Genovera,1903-05-31,711
Genovera,1914-01-10,851
Genovera,1935-05-21,454
Genovera,1942-02-21,40
Genovera,1954-09-17,688
Genovera,1982-09-26,127
Genovera,1992-05-21,163
Genovera,1998-05-16,586
Genovera,2005-11-28,582
Georgetta,1910-07-25,324
Georgetta,1912-11-30,432
Georgetta,1923-07-25,957
Georgetta,1935-06-30,522
Georgetta,1937-02-09,37
Georgetta,1983-06-21,90
Georgetta,1986-06-09,941
Georgetta,1993-11-27,496
Georgetta,2000-01-11,382
Georgetta,2000-12-11,336
Georgetta,2003-08-01,40
Georgetta,2005-04-19,266
Georgetta,2013-10-30,533
Georgina,1905-07-10,13
Georgina,1909-11-10,890
Georgina,1915-04-26,655
Georgina,1943-11-16,443
Georgina,1946-01-05,535
Georgina,1955-12-19,655
Georgina,1960-05-02,26
Georgina,1990-03-16,900
Georgina,1996-12-12,948
Georgina,1998-02-19,963
Georgina,2010-04-23,162
Georgina,2017-02-20,701
Gerianna,1904-08-07,302
Gerianna,1905-02-24,61
Gerianna,1905-10-11,808
Gerianna,1905-12-29,285
Gerianna,1911-01-16,932
Gerianna,1933-09-26,585
Gerianna,1939-07-12,161
Gerianna,1940-02-17,596
Gerianna,1949-05-19,184
Gerianna,1951-05-01,501
Gerianna,1952-07-20,832
Gerianna,1958-07-26,679
Gerianna,1989-03-06,198
Gerianna,1990-03-07,831
Gerianna,2011-01-22,836
Gerrie,1902-01-31,23
Gerrie,1906-03-03,1
Gerrie,1935-05-03,896
Gerrie,1951-11-24,970
Gerrie,1953-03-01,645
Gerrie,1957-02-14,116
Gerrie,1971-06-20,273
Gerrie,1978-06-28,167
Gerrie,1987-01-06,950
Gerrie,1991-06-29,594
Gerrie,1997-08-17,839
Gerrie,2000-02-18,626
Gerrie,2005-03-20,303
Gertrud,1909-03-12,593
Gertrud,1910-04-12,789
Gertrud,1912-04-12,477
Gertrud,1923-09-20,556
Gertrud,1924-01-03,611
Gertrud,1932-02-27,831
Gertrud,1935-12-16,596
Gertrud,1936-06-25,409
Gertrud,1943-02-12,924
Gertrud,1944-12-27,818
Gertrud,1956-08-28,551
Gertrud,1958-02-26,179
Gertrud,1958-06-29,687
Gertrud,1961-01-10,184
Gertrud,1964-11-14,990
Gertrud,1977-02-07,757
Gertrud,1984-09-08,482
Gertrud,1987-03-13,943
Gertrud,1988-03-29,470
Gertrud,1992-06-20,744
Gertrud,1997-03-07,760
Gertrud,2005-02-14,826
Gianina,1901-02-04,555
Gianina,1913-08-04,176
Gianina,1914-06-21,836
Gianina,1918-02-18,398
Gianina,1919-10-18,3
Gianina,1930-12-22,76
Gianina,1932-03-08,232
Gianina,1933-06-19,857
Gianina,1945-09-15,232
Gianina,1951-02-11,102
Gianina,1955-03-16,354
Gianina,1958-03-29,952
Gianina,1963-08-03,636
Gianina,1967-11-23,952
Gianina,1973-12-13,818
Gianina,1996-09-05,289
Gianina,2002-12-03,63
Gilda,1902-08-23,51
Gilda,1910-03-23,152
Gilda,1910-12-28,609
Gilda,1924-01-25,961
Gilda,1924-04-01,501
Gilda,1926-08-25,806
Gilda,1943-10-27,715
Gilda,1944-06-06,37
Gilda,1951-01-04,772
Gilda,1957-04-29,363
Gilda,1970-09-30,92
Gilda,1985-04-21,92
Gilda,2000-03-08,387
Gilda,2009-03-07,838
Gilda,2015-09-18,713
Gilda,2018-11-27,680
Gilligan,1901-06-19,114
Gilligan,1906-07-09,224
Gilligan,1913-04-11,556
Gilligan,1929-10-20,34
Gilligan,1938-05-06,884
Gilligan,1945-03-06,532
Gilligan,1967-12-11,534
Gilligan,1972-05-30,586
Gilligan,1975-02-26,884
Gilligan,1975-11-24,239
Gilligan,1983-02-05,755
Gilligan,1983-11-14,112
Gilligan,1986-02-24,229
Gilligan,1994-07-01,687
Gilligan,2006-02-26,486
Gilligan,2011-11-02,199
Ginnie,1903-10-09,864
Ginnie,1914-09-29,874
Ginnie,1920-10-01,796
Ginnie,1930-10-24,613
Ginnie,1933-10-19,702
Ginnie,1938-10-25,227
Ginnie,1947-04-27,659
Ginnie,1955-07-13,827
Ginnie,1966-09-28,797
Ginnie,1967-11-15,689
Ginnie,1975-03-29,708
Ginnie,2011-12-24,788
Gisela,1909-09-29,162
Gisela,1915-03-05,774
Gisela,1917-04-08,851
Gisela,1921-06-16,943
Gisela,1925-09-24,166
Gisela,1936-12-12,413
Gisela,1962-05-09,45
Gisela,1970-05-18,805
Gisela,1975-04-12,495
Gisela,1987-02-08,192
Gisela,1992-08-26,73
Gisela,2005-04-25,898
Giustina,1906-05-20,171
Giustina,1917-09-11,426
Giustina,1917-10-29,634
Giustina,1926-10-01,631
Giustina,1927-03-21,144
Giustina,1932-02-03,351
Giustina,1932-02-28,341
Giustina,1936-04-15,84
Giustina,1952-11-23,20
Giustina,1966-08-21,639
Giustina,1973-04-05,938
Giustina,1974-02-22,851
Giustina,1987-10-30,201
Giustina,1990-04-03,270
Giustina,1992-01-20,976
Giustina,1996-05-03,709
Giustina,2009-11-06,244
Giustina,2014-03-30,302
Glenda,1914-12-13,863
Glenda,1927-08-10,856
Glenda,1973-03-08,360
Glenda,1986-08-15,722
Glenda,1988-01-22,271
Glenda,1991-05-08,656
Glenda,1991-09-03,727
Glenda,2009-02-07,396
Gloria,1900-07-24,68
Gloria,1900-11-11,493
Gloria,1901-04-26,789
Gloria,1901-09-10,872
Gloria,1917-02-09,668
Gloria,1941-04-02,94
Gloria,1942-07-06,389
Gloria,1950-11-20,21
Gloria,1952-03-27,998
Gloria,1955-04-21,73
Gloria,1956-10-21,816
Gloria,1968-07-02,7
Gloria,1986-02-03,325
Gloria,1989-07-01,312
Gloria,1990-09-27,971
Gloria,2001-04-14,64
Gloria,2012-01-24,436
Glynnis,1911-05-04,104
Glynnis,1918-04-13,602
Glynnis,1931-08-27,860
Glynnis,1938-12-20,660
Glynnis,1946-02-26,886
Glynnis,1962-12-15,246
Glynnis,1963-05-03,73
Glynnis,2007-02-13,298
Goldie,1905-08-27,705
Goldie,1906-06-02,379
Goldie,1907-08-19,79
Goldie,1908-04-30,32
Goldie,1908-07-20,642
Goldie,1917-01-28,852
Goldie,1921-05-01,588
Goldie,1922-06-05,157
Goldie,1975-05-21,246
Goldie,1985-04-27,406
Goldie,1987-02-23,470
Goldie,2000-07-29,463
Goldie,2015-01-18,403
Goldie,2015-12-07,378
Gratia,1906-01-17,250
Gratia,1912-12-08,517
Gratia,1916-01-22,188
